5.5, 0
-1.0, 0
-1.0, 0
9.3, 0
-1.0, 0
-1.0, 0
7.7, 0
-1.0, 0
-1.0, 0
12.6, 0
-1.0, 0
-1.0, 0
32.4, 0
-1.0, 0
-1.0, 0
18.5, 0
-1.0, 0
-1.0, 0
27.6, 0
-1.0, 0
-1.0, 0
22.7, 0
-1.0, 0
-1.0, 0
9.7, 0
-1.0, 0
-1.0, 0
13.9, 0
-1.0, 0
-1.0, 0
11.7, 0
-1.0, 0
-1.0, 0
6.2, 0
-1.0, 0
-1.0, 0
16.5, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
6.2, 0
-1.0, 0
-1.0, 0
3.2, 0
-1.0, 0
-1.0, 0
21.6, 0
-1.0, 0
-1.0, 0
8.1, 0
-1.0, 0
-1.0, 0
4.0, 0
-1.0, 0
-1.0, 0
16.7, 0
-1.0, 0
-1.0, 0
3.5, 0
-1.0, 0
-1.0, 0
21.8, 0
-1.0, 0
-1.0, 0
8.6, 0
-1.0, 0
-1.0, 0
9.9, 0
-1.0, 0
-1.0, 0
21.7, 0
-1.0, 0
-1.0, 0
11.5, 0
-1.0, 0
-1.0, 0
5.4, 0
-1.0, 0
-1.0, 0
3.2, 0
-1.0, 0
-1.0, 0
9.5, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
6.7, 0
-1.0, 0
-1.0, 0
2.0, 0
-1.0, 0
-1.0, 0
3.7, 0
-1.0, 0
-1.0, 0
14.8, 0
-1.0, 0
-1.0, 0
6.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
6.1, 0
-1.0, 0
-1.0, 0
7.5, 0
-1.0, 0
-1.0, 0
13.8, 0
-1.0, 0
-1.0, 0
11.2, 0
-1.0, 0
-1.0, 0
19.8, 0
-1.0, 0
-1.0, 0
11.3, 0
-1.0, 0
-1.0, 0
5.9, 0
-1.0, 0
-1.0, 0
3.3, 0
-1.0, 0
-1.0, 0
10.2, 0
-1.0, 0
-1.0, 0
9.0, 0
-1.0, 0
-1.0, 0
6.0, 0
-1.0, 0
-1.0, 0
14.7, 0
-1.0, 0
-1.0, 0
7.4, 0
-1.0, 0
-1.0, 0
4.2, 0
-1.0, 0
-1.0, 0
8.1, 0
-1.0, 0
-1.0, 0
5.7, 0
-1.0, 0
-1.0, 0
6.0, 0
-1.0, 0
-1.0, 0
5.3, 0
-1.0, 0
-1.0, 0
5.7, 0
-1.0, 0
-1.0, 0
5.5, 0
-1.0, 0
-1.0, 0
2.8, 0
-1.0, 0
-1.0, 0
3.6, 0
-1.0, 0
-1.0, 0
3.4, 0
-1.0, 0
-1.0, 0
6.1, 0
-1.0, 0
-1.0, 0
14.2, 0
-1.0, 0
-1.0, 0
7.8, 0
-1.0, 0
-1.0, 0
9.2, 0
-1.0, 0
-1.0, 0
5.7, 0
-1.0, 0
-1.0, 0
5.1, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
8.2, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
-1.0, 0
4.2, 0
-1.0, 0
-1.0, 0
13.0, 0
-1.0, 0
-1.0, 0
11.7, 0
-1.0, 0
-1.0, 0
9.6, 0
-1.0, 0
-1.0, 0
18.1, 0
-1.0, 0
-1.0, 0
4.1, 0
-1.0, 0
-1.0, 0
8.7, 0
-1.0, 0
-1.0, 0
7.5, 0
-1.0, 0
-1.0, 0
29.5, 0
-1.0, 0
-1.0, 0
18.2, 0
-1.0, 0
-1.0, 0
5.7, 0
-1.0, 0
-1.0, 0
18.6, 0
-1.0, 0
-1.0, 0
2.6, 0
-1.0, 0
-1.0, 0
5.5, 0
-1.0, 0
-1.0, 0
10.9, 0
-1.0, 0
-1.0, 0
5.5, 0
-1.0, 0
-1.0, 0
5.0, 0
-1.0, 0
-1.0, 0
4.8, 0
-1.0, 0
-1.0, 0
5.6, 0
-1.0, 0
-1.0, 0
3.6, 0
-1.0, 0
-1.0, 0
6.8, 0
-1.0, 0
-1.0, 0
3.4, 0
-1.0, 0
-1.0, 0
9.2, 0
-1.0, 0
-1.0, 0
3.7, 0
-1.0, 0
-1.0, 0
9.6, 0
-1.0, 0
-1.0, 0
4.1, 0
-1.0, 0
-1.0, 0
6.7, 0
-1.0, 0
-1.0, 0
6.9, 0
-1.0, 0
-1.0, 0
3.7, 0
-1.0, 0
-1.0, 0
9.3, 0
-1.0, 0
-1.0, 0
17.7, 0
-1.0, 0
-1.0, 0
5.2, 0
-1.0, 0
-1.0, 0
2.3, 0
-1.0, 0
-1.0, 0
4.7, 0
-1.0, 0
-1.0, 0
12.2, 0
-1.0, 0
-1.0, 0
3.6, 0
-1.0, 0
-1.0, 0
26.6, 0
-1.0, 0
-1.0, 0
3.2, 0
-1.0, 0
-1.0, 0
4.0, 0
-1.0, 0
-1.0, 0
16.8, 0
-1.0, 0
-1.0, 0
7.7, 0
